id;institutionType;name;localization;voivodeship;county;city;address;latitude;longitude;website;email;phone;capacity;kidsEnrolled;basicPricePerMonth;extendedStayOver10H;basicPricePerHour;foodPricePerMonth;foodPricePerDay;discounts;openingHours;isAdaptedToDisabledChildren;operatingEntityName;operatingEntityAddress;operatingEntityNIP;operatingEntityREGON;operatingEntityRegNoPosition;operatingEntityWebsite;businessActivitySuspended
39;Żłobek;Niepubliczny Żłobek Gumisiowy Las;MAŁOPOLSKIE > Powiat Kraków > Kraków-Krowodrza > Kraków-Krowodrza ul. gen. Augusta Fieldorfa-Nila 17 lok. JU11 JU12;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Krowodrza ;Kraków-Krowodrza ul. gen. Augusta Fieldorfa-Nila 17 lok. JU11 JU12;50.08833869999999;19.9340167;www.gumisiowylas.pl;konopabarbara@gmail.com;538437437;40;31;2240.0 zł;;;;21.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;Barbara Konopa;;6612137957;123082089;11567/P;www.gumisiowylas.pl;NIE
40;Żłobek;Żyrafka;DOLNOŚLĄSKIE > Powiat wrocławski > Kobierzyce > Bielany Wrocławskie ul. Akacjowa 6;DOLNOŚLĄSKIE ;Powiat wrocławski ;Kobierzyce ;Bielany Wrocławskie ul. Akacjowa 6;51.0376589;16.970884;http://zlobek-zyrafka-bielany.pl/;zyrafka.zlobek@gmail.com;577066123;20;20;1000.0 zł;;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;CISEK I ANIŚKIEWICZ sc;;8961615267;522404153;11645/P;www.zlobek-zyrafka-bielany.pl;NIE
41;Klub dziecięcy;BAJLANDIA NIEPUBLICZNE PRZEDSZKOLE I KLUB MALUCHA S,C SYLWIA SZYGENDA EWELINA CHABIERSKA;WIELKOPOLSKIE > Powiat kaliski > Brzeziny > Brzeziny ul. ks. Józefa Kurzawy 5;WIELKOPOLSKIE ;Powiat kaliski ;Brzeziny ;Brzeziny ul. ks. Józefa Kurzawy 5;51.5972691;18.2577092;bajlandia2016@wp.pl;BAJLANDIA@WP.PL;794200094;24;24;500.0 zł;;;400.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 06:00-17:00 ;TAK;BAJLANDIA NIEPUBLICZNE PRZEDSZKOLE I KLUB MALUCHA S.C SYLWIA SZYGENDA EWELINA CHABIERSKA;ul. ks. Józefa Kurzawy 5 62-874 Brzeziny, Brzeziny, wieś;9680980490;365907958;11577/P;;NIE
42;Żłobek;MAJABAJA ;MAZOWIECKIE > Powiat Warszawa > Warszawa - Ursynów > Warszawa - Ursynów, dzielnica m. st. Warszawy ul. Jana Żabińskiego 3;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Ursynów ;Warszawa - Ursynów, dzielnica m. st. Warszawy ul. Jana Żabińskiego 3;52.1367363;21.0568093;www.majabaja.pl;majabajazlobek@gmail.com;512266971;15;15;1800.0 zł;;;;17.0 zł;Zniżka - Samotne wychowanie dziecka: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;PMT COMFORT Paulina Troć;ul. Jana Żabińskiego 3 02-793 Warszawa - Ursynów, Warszawa - Ursynów, dzielnica m. st. Warszawy;7981338853;147044934;11667/P;http://www.majabaja.pl/;NIE
43;Żłobek;"Niepubliczny Żłobek ""Słoneczna Kraina""";WARMIŃSKO-MAZURSKIE > Powiat giżycki > Wydminy > Wydminy ul. Ełcka 2B;WARMIŃSKO-MAZURSKIE ;Powiat giżycki ;Wydminy ;Wydminy ul. Ełcka 2B;53.97758899999999;22.0361079;www.slonecznakraina.pl;lesya@osowa.com.pl;506211876;25;4;800.0 zł;;;;20.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;TAK;Centrum Edukacji NOVUM Sp.z.o.o;ul.  Aleja Niepodległości 606 lok. 610 81-855 SOPOT, Sopot, miasto;8451984497;281601760;11670/P;www.slonecznakraina.pl;NIE
44;Żłobek;Kolorado;ŚLĄSKIE > Powiat Świętochłowice > Świętochłowice > Świętochłowice ul. Karpacka 33 lok. III;ŚLĄSKIE ;Powiat Świętochłowice ;Świętochłowice ;Świętochłowice ul. Karpacka 33 lok. III;50.3110502;18.9154216;www.kolorado.edu.pl;przedszkole@kolorado.edu.pl;506177233;30;14;800.0 zł;;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;"""Kolorado"" - usługi edukacyjne Agnieszka Rajczyk";;6272267938;241559829;11588/P;www.kolorado.edu.pl;NIE
45;Żłobek;Chatka Skrzatka  ;ŚLĄSKIE > Powiat Świętochłowice > Świętochłowice > Świętochłowice ul. Bytomska 26 lok. 2;ŚLĄSKIE ;Powiat Świętochłowice ;Świętochłowice ;Świętochłowice ul. Bytomska 26 lok. 2;50.293642;18.9167889;Brak;chatkaskrzatka2@gmail.com;578914290;25;25;1200.0 zł;30.0 zł;;;16.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;TAK;Chatka Skrzatka Luiza Kaintoch;;6412467897;367323291;11674/P;;NIE
46;Żłobek;ŻŁOBEK NIEPUBLICZNY KULKA;WIELKOPOLSKIE > Powiat poznański > Komorniki > Wiry ul. Poznańska 43;WIELKOPOLSKIE ;Powiat poznański ;Komorniki ;Wiry ul. Poznańska 43;52.3245606;16.8599796;www.przedszkolekulka.pl;zlobek@przedszkolekulka.pl;575667513;36;32;1190.0 zł;;;;15.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 13.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;Kulka Ewa Olewińska;;7791989518;361783940;11671/P;www.przedszkolekulka.pl;NIE
47;Żłobek;Żłobek Barwy Dzieciństwa 2;LUBELSKIE > Powiat Lublin > Lublin > Lublin ul. Łęczyńska 51;LUBELSKIE ;Powiat Lublin ;Lublin ;Lublin ul. Łęczyńska 51;51.2422141;22.5896257;zlobkiklanza.pl;zlobekbdz2@klanza.org.pl;507406593;30;13;1650.0 zł;50.0 zł;;;12.0 zł;Zniżka - zwolnienie z opłaty wpisowego dla posiadaczy Karty Dużej Rodziny i dla rodzeństwa uczęszczającego do żłobka: 100.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Polskie Stowarzyszenie Pedagogów i Animatorów KLANZA Lublin;ul.  Kaprysowa 2 20-843 Lublin, Lublin, miasto;9461183262;430465878;3285/P;zlobkiklanza.pl;NIE
48;Żłobek;Akademia Kinder Centrum;OPOLSKIE > Powiat Opole > Opole > Opole, miasto ul. Partyzancka 7;OPOLSKIE ;Powiat Opole ;Opole ;Opole, miasto ul. Partyzancka 7;50.6795749;17.8898705;www.kindercentrum.pl;biuro@kinder-centrum.pl;606224563;81;64;1395.66 zł;40.0 zł;;;17.0 zł;Zniżka - Ulga Dyrektorska wg indywidualnej decyzji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;TAK;AKADEMIA KINDER CENTRUM ŚMIGIELSKA ZOFIA  SPÓŁKA KOMANDYTOWA;ul.  Wiejska 11 49-120 Dąbrowa, Narok, wieś;9910309584;532465454;239/P;www.kindercentrum.pl;NIE
49;Żłobek;"Żłobek Niepubliczny ""Kraina Marzeń""";OPOLSKIE > Powiat Opole > Opole > Opole ul. Marii Rodziewiczówny 13a;OPOLSKIE ;Powiat Opole ;Opole ;Opole ul. Marii Rodziewiczówny 13a;50.6618235;17.9409867;www.krainamarzen.pl;rodziewiczowny@krainamarzen.pl;730794198;60;49;1420.0 zł;35.0 zł;;;15.0 zł;Zniżka - Opolska Karta Rodziny i Seniora - obowiązuje na 2 dziecko pod warunkiem uczęszczania obojga z nich: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;"""Kraina Marzeń"" Grzegorz Tarka";;7542831103;160341464;308/P;https://kraina-marzen.pl/;NIE
50;Klub dziecięcy;Bajlandia Niepubliczne Przedszkole i klub Malucha s.c.Sylwia Szygenda i Ewelina Chabierska;WIELKOPOLSKIE > Powiat ostrzeszowski > Ostrzeszów > Ostrzeszów ul. Armii Krajowej 1 lok. 1;WIELKOPOLSKIE ;Powiat ostrzeszowski ;Ostrzeszów ;Ostrzeszów ul. Armii Krajowej 1 lok. 1;51.4294356;17.9334445;brak;bajlandia2016@wp.pl;609126024;22;0;510.0 zł;;;;9.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:45-17:00 ;TAK;BAJLANDIA NIEPUBLICZNE PRZEDSZKOLE I KLUB MALUCHA S.C SYLWIA SZYGENDA EWELINA CHABIERSKA;ul. ks. Józefa Kurzawy 5 62-874 Brzeziny, Brzeziny, wieś;9680980490;365907958;11577/P;;TAK
51;Żłobek;Niepubliczny Żłobek UL;WIELKOPOLSKIE > Powiat poznański > Suchy Las > Złotniki ul. Krzemowa 1;WIELKOPOLSKIE ;Powiat poznański ;Suchy Las ;Złotniki ul. Krzemowa 1;52.4859904;16.8498866;www.ulprzedszkole.pl;justyna.tomelka@nickel.com.pl;516058960;20;20;1450.0 zł;;;;17.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;NICKEL EDU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ul.  Krzemowa 1 62-002 Suchy Las, Złotniki, wieś;7773102120;300984926;11697/P;www.ulprzedszkole.pl;NIE
52;Żłobek;"Niepubliczny Żłobek ""Wyspa Szkrabów""";LUBUSKIE > Powiat międzyrzecki > Międzyrzecz > Międzyrzecz ul. ks. inf. Henryka Guzowskiego 1;LUBUSKIE ;Powiat międzyrzecki ;Międzyrzecz ;Międzyrzecz ul. ks. inf. Henryka Guzowskiego 1;52.4458466;15.6084084;http://wyspaszkrabow.5v.pl;wyspa.szkrabow@wp.pl;538475480;40;40;1150.0 zł;;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;TAK;Mateusz Kłosowski;;5961650629;81033551;11698/P;http://wyspaszkrabow.5v.pl;NIE
53;Żłobek;Żłobek a.gugu;LUBELSKIE > Powiat Lublin > Lublin > Lublin ul. Pogodna 34;LUBELSKIE ;Powiat Lublin ;Lublin ;Lublin ul. Pogodna 34;51.2351998;22.5930911;www.zlobekagugu.pl;rko@zlobekagugu.pl;509777829;31;31;1830.0 zł;;;;15.0 zł;Zniżka - wyżywienie przy drugim i kolejnym dziecku w rodzinie (w a.gugu) + KDR: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;CRESCA - EWA TYMIŃSKA-JARASZKIEWICZ;;7151802178;361404686;11718/P;www.zlobekagugu.pl;NIE
54;Żłobek;Żłobek Gminny w Baranowie;WIELKOPOLSKIE > Powiat kępiński > Baranów > Mroczeń Mroczeń 195A;WIELKOPOLSKIE ;Powiat kępiński ;Baranów ;Mroczeń Mroczeń 195A;51.225168;17.9811937;;sekretariat@barankowo.com.pl;530055579;24;21;468.0 zł;;;;11.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-15:30 ;TAK;Gmina Baranów;rynek Rynek 21 63-604 BARANÓW, Baranów;6191945073;250855529;3249/P;www.baranow.pl;NIE
55;Żłobek;Żłobek Hero!Academy;MAZOWIECKIE > Powiat Warszawa > Warszawa - Wilanów > Wilanów ul. Adama Branickiego 16;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Wilanów ;Wilanów ul. Adama Branickiego 16;52.15667699999999;21.0735111;http://www.heroacademy.edu.pl/;s.laskowska@hero.edu.pl;781953211;20;5;2000.0 zł;;;;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:30 ;NIE;HERO ACADEMY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;al.  Aleja Rzeczypospolitej 1 02-972 Warszawa - Wilanów, Warszawa - Wilanów, dzielnica m. st. Warszawy;5252679258;365601254;11723/P;http://www.heroacademy.edu.pl/;NIE
56;Żłobek;"Niepubliczny Żłobek ""Pluszowy Miś""";WIELKOPOLSKIE > Powiat Poznań > Poznań-Stare Miasto > Poznań-Stare Miasto os. Stefana Batorego 80F lok. L1;WIELKOPOLSKIE ;Powiat Poznań ;Poznań-Stare Miasto ;Poznań-Stare Miasto os. Stefana Batorego 80F lok. L1;52.4642422;16.9201794;;pluszowymisbatorego@gmail.com;539330098;20;20;800.0 zł;;;400.0 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Joanna Mikulska Maciej Górniak;ul.  Naramowicka 47A lok. 6 61-622 Poznań-Stare Miasto, Poznań-Stare Miasto, delegatura;9721280721;368691654;11744/P;;NIE
57;Żłobek;Niepubliczny Żłobek Wesołe Dinusie II;PODLASKIE > Powiat Białystok > Białystok > Białystok ul. Świętokrzyska 5A lok. U3;PODLASKIE ;Powiat Białystok ;Białystok ;Białystok ul. Świętokrzyska 5A lok. U3;53.1459187;23.134004;www.wesoledinusie.pl;kontakt@wesoledinusie.pl;600140533;38;38;1450.0 zł;;;;15.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:45-16:45 ;TAK;Lucky Star Ewa Bałtyk;;9661654855;200272057;2263/P;www.wesoledinusie.pl;NIE
58;Żłobek;Niepubliczny Żłobek Fair Play;MAZOWIECKIE > Powiat Warszawa > Warszawa - Ochota > Warszawa - Ochota, dzielnica m. st. Warszawy ul.  Grójecka 208;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Ochota ;Warszawa - Ochota, dzielnica m. st. Warszawy ul.  Grójecka 208;52.19959129999999;20.9656869;www.przedszkolefairplay-grojecka.pl;biuro@przedszkolefairplay-grojecka.pl;789372156;44;33;2250.0 zł;;;;21.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;Education&Fun Sp. z o.o.;ul.  Mazowiecka 11 lok. 49 00-052 Warszawa - Śródmieście, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252700610;366640049;11765/P;www.przedszkolafairplay-grojecka.pl;NIE
59;Żłobek;Żłobek Karuzela;MAZOWIECKIE > Powiat Radom > Radom > Radom ul. Starokrakowska 135;MAZOWIECKIE ;Powiat Radom ;Radom ;Radom ul. Starokrakowska 135;51.3610152;21.0880137;www.karuzela.org;zlobek@karuzela.org;510804104;30;4;850.0 zł;;;;14.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;"Stowarzyszenie ""Karuzela""";ul.  Cicha 8/10 lok. 161 26-600 Radom, Radom, miasto;9482507155;141219166;11751/P;www.karuzela.org;NIE
60;Żłobek;MAYA - Baśniowy Dworek;WIELKOPOLSKIE > Powiat poznański > Swarzędz > Jasin, wieś ul.  Wrzesińska 100;WIELKOPOLSKIE ;Powiat poznański ;Swarzędz ;Jasin, wieś ul.  Wrzesińska 100;52.4086113;17.0929334;www.basniowydworek.pl;maya-zlobek@o2.pl;535316123;40;26;1500.0 zł;;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;"""MAYA"" PRYWATNY ŻŁOBEK Iwona Muszyńska";ul.  Wrzesińska 100 62-020 Swarzędz, Jasin, wieś;8551054125;810528895;3381/P;;NIE
61;Żłobek;Bajkowy Żłobek Katarzyna Kotecka;WARMIŃSKO-MAZURSKIE > Powiat olsztyński > Biskupiec > Nowe Marcinkowo, wieś Nowe Marcinkowo, wieś 4;WARMIŃSKO-MAZURSKIE ;Powiat olsztyński ;Biskupiec ;Nowe Marcinkowo, wieś Nowe Marcinkowo, wieś 4;53.8311877;20.9003051;www.jacek-i-agatka.pl;jacekiagatka0202@gmail.com;504007497;18;18;650.0 zł;;;;13.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;TAK;Bajkowy Żłobek Katarzyna Kotecka; 4 11-300 Biskupiec, Nowe Marcinkowo, wieś;7391768073;519583698;11766/P;www.jacek-i-agatka.pl;NIE
62;Żłobek;Roman Turczyn Żłobek Bajkowa Kraina;KUJAWSKO-POMORSKIE > Powiat Toruń > Toruń > Toruń ul. Łukasza Watzenrodego 14 lok. 1;KUJAWSKO-POMORSKIE ;Powiat Toruń ;Toruń ;Toruń ul. Łukasza Watzenrodego 14 lok. 1;53.0476081;18.6047608;brak;zlobekbajkowakraina@wp.pl;725625825;63;16;1300.0 zł;;;400.0 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:30 ;NIE;Roman Turczyn Żłobek Bajkowa Kraina Toruń;;8790014100;871704100;11770/P;;NIE
63;Żłobek;Opieka nad Dziećmi Zielony Ogródek;MAZOWIECKIE > Powiat grodziski > Jaktorów > Henryszew, wieś Henryszew, wieś 15;MAZOWIECKIE ;Powiat grodziski ;Jaktorów ;Henryszew, wieś Henryszew, wieś 15;52.0755533;20.4667553;domoweprzedszkole.info.pl;kontakt@domoweprzedszkole.info.pl;535008657;45;45;1200.0 zł;50.0 zł;;;10.0 zł;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Dotacja z budżetu Gminy na dziecko zamieszkałe na terenie Gminy Jaktorów, Radziejowice i miasta Żyrardów - 300 zł miesięcznie; : 38.0% ";Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;TAK;Opieka nad Dziećmi Zielony Ogródek, Katarzyna Zbrzeźna; 15 96-316 Jaktorów, Henryszew, wieś;8381152046;15002450;11775/P;www.domoweprzedszkole.info.pl;NIE
64;Żłobek;"Prywatny żłobek ,,Kolorowy Domek"" Aleksandra Goździak oddział 2";WIELKOPOLSKIE > Powiat Poznań > Poznań-Grunwald > Poznań-Grunwald ul. Junacka 7;WIELKOPOLSKIE ;Powiat Poznań ;Poznań-Grunwald ;Poznań-Grunwald ul. Junacka 7;52.3900125;16.8685063;www.kolorowydomek.com.pl;biuropoznankolorowydomek@wp.pl;793607460 , 604645202;70;68;1415.0 zł;25.0 zł;;;16.5 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;NIE;"Prywatny żłobek ,,Kolorowy Domek "" Aleksandra Goździak";;7861638707;301274530;11777/P;www.kolorowydomek.com.pl;NIE
65;Żłobek;Żłobek Gminny w Postolicach;DOLNOŚLĄSKIE > Powiat jaworski > Wądroże Wielkie > Postolice Postolice 20A;DOLNOŚLĄSKIE ;Powiat jaworski ;Wądroże Wielkie ;Postolice Postolice 20A;51.1060029;16.4304219;;r.serafin@wadrozewielkie.pl;768874318;24;18;432.0 zł;43.0 zł;;;8.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 40.0% ;Godziny pracy: ;NIE;Gmina Wądroże Wielkie; 64 59-430 Wądroże Wielkie;6951400825;390647430;7169/P;www.wadrozewielkie.pl;NIE
66;Klub dziecięcy;Klub Dziecięcy w Gaworzycach;DOLNOŚLĄSKIE > Powiat polkowicki > Gaworzyce > Gaworzyce ul. Dworcowa 191;DOLNOŚLĄSKIE ;Powiat polkowicki ;Gaworzyce ;Gaworzyce ul. Dworcowa 191;51.6238071;15.8817668;brak;ewa.osomanska@wp.pl;606718179;20;17;400.0 zł;20.0 zł;;200.0 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:00 ;TAK;Ewa Pawlak-Osmańska;;6931353933;390073790;1973/P;;NIE
67;Żłobek;ELEMELEK Ewelina Strutynska;DOLNOŚLĄSKIE > Powiat wrocławski > Siechnice > Siechnice ul. Marszałka Józefa Piłsudskiego 4 B;DOLNOŚLĄSKIE ;Powiat wrocławski ;Siechnice ;Siechnice ul. Marszałka Józefa Piłsudskiego 4 B;51.034351;17.1510394;www.elemelek.com.pl;strutynska.ewelina@gmail.com;697918433;13;13;1570.0 zł;;;;19.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;ELEMELEK Ewelina Strutynska;;8942902327;369134105;11848/P;www.elemeleksiechnice.pl;NIE
68;Żłobek;"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie";PODKARPACKIE > Powiat Krosno > Krosno > Krosno ul. Powstańców Warszawskich 42;PODKARPACKIE ;Powiat Krosno ;Krosno ;Krosno ul. Powstańców Warszawskich 42;49.6883992;21.7754596;zmkrosno.pl;sekretariat@zmkrosno.pl;13 47 43 980, 887200203;50;50;613.0 zł;50.0 zł;;;10.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% Zniżka - Troje i więcej dzieci uczęszczających do żłobka lub przedszkoli miejskich: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Miasto Krosno;ul. Lwowska 28a 38-400 Krosno;6840013798;370440809;415/P;krosno.pl;NIE
69;Żłobek;"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie";PODKARPACKIE > Powiat Krosno > Krosno > Krosno ul. Stefana Kisielewskiego 15;PODKARPACKIE ;Powiat Krosno ;Krosno ;Krosno ul. Stefana Kisielewskiego 15;49.6830311;21.7564196;zmkrosno.pl;sekretariat@zmkrosno.pl;13 47 43 980, 885420003;25;25;613.0 zł;50.0 zł;;;10.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% Zniżka - Troje i więcej dzieci uczęszczających do żłobka lub przedszkoli miejskich: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Miasto Krosno;ul. Lwowska 28a 38-400 Krosno;6840013798;370440809;415/P;krosno.pl;NIE
70;Żłobek;"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie";PODKARPACKIE > Powiat Krosno > Krosno > Krosno ul. Prochownia 4a;PODKARPACKIE ;Powiat Krosno ;Krosno ;Krosno ul. Prochownia 4a;49.69662169999999;21.7753966;zmkrosno.pl;sekretariat@zmkrosno.pl;13 47 43 980, 887200205;25;25;613.0 zł;50.0 zł;;;10.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% Zniżka - Troje i więcej dzieci uczęszczających do żłobka lub przedszkoli miejskich: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Miasto Krosno;ul. Lwowska 28a 38-400 Krosno;6840013798;370440809;415/P;krosno.pl;NIE
71;Żłobek;"Niepubliczny Żłobek ""Mali Odkrywcy""";PODKARPACKIE > Powiat Krosno > Krosno > Krosno ul. Rzeszowska 36;PODKARPACKIE ;Powiat Krosno ;Krosno ;Krosno ul. Rzeszowska 36;49.7225913;21.7146958;maliodkrywcy24.pl;waclawik.karolina@gmail.com;697709281;20;12;1070.0 zł;50.0 zł;;;16.5 zł;Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Karolina Wacławik;;6842285489;180870980;416/P;;NIE
72;Żłobek;Kraina marzeń;PODKARPACKIE > Powiat przemyski > Żurawica > Buszkowice Buszkowice 144;PODKARPACKIE ;Powiat przemyski ;Żurawica ;Buszkowice Buszkowice 144;49.8044555;22.8153131;www.krainamarzen-buszkowice.edupge.pl;tabi3@wp.pl;506164873;34;33;400.0 zł;;;;11.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ;TAK;Alicja Tabinowska;;7952193783;180587741;11292/P;www.krainamarzen-buszkowice.edupge.pl;NIE
73;Żłobek;"Niepubliczny Żłobek ""Calineczka""";MAZOWIECKIE > Powiat wołomiński > Radzymin > Słupno al. Jana Pawła II 64;MAZOWIECKIE ;Powiat wołomiński ;Radzymin ;Słupno al. Jana Pawła II 64;52.3857162;21.1578139;www.calineczka.edu.pl;biuro@calineczka.edu.pl;22 786 67 28;40;30;1200.0 zł;;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ;NIE;KF-EDUKACJA  FRANCISZEK KOZIELEC;;7351019187;490588321;11923/P;http://calineczka.edu.pl/;NIE
74;Żłobek;"Domowa Akademia ""SMYK"" Magdalena Chrząszcz Żłobek ";WARMIŃSKO-MAZURSKIE > Powiat lidzbarski > Orneta > Orneta ul. Podleśna 2;WARMIŃSKO-MAZURSKIE ;Powiat lidzbarski ;Orneta ;Orneta ul. Podleśna 2;54.1182838;20.1440261;;magdalenachrzaszcz@poczta.onet.pl;516086655;10;0;1350.0 zł;30.0 zł;;231.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;"DOMOWA AKADEMIA ,,SMYK"" MAGDALENA CHRZĄSZCZ";;5821436936;171012223;11904/P;;NIE
75;Żłobek;ŻŁOBEK MACIUSIOWO;ŚLĄSKIE > Powiat mikołowski > Łaziska Górne > Łaziska Górne ul. Rybnicka 18;ŚLĄSKIE ;Powiat mikołowski ;Łaziska Górne ;Łaziska Górne ul. Rybnicka 18;50.1615729;18.8479894;www.maciusiowo.pl;carola_w@o2.pl;506950121;33;33;1300.0 zł;;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Nibylandia Karolina Wodarz;;6351589866;240903762;11912/P;;NIE
76;Żłobek;ŻŁOBEK MIEJSKI Jednostka organizacyjna gminy Bielsko-Biała;ŚLĄSKIE > Powiat Bielsko-Biała > Bielsko-Biała > Bielsko-Biała ul. Pod Grodziskiem 4;ŚLĄSKIE ;Powiat Bielsko-Biała ;Bielsko-Biała ;Bielsko-Biała ul. Pod Grodziskiem 4;49.8236389;19.022293;www.zlobekbielsko.pl;zlobek@zlobekbielsko.pl;334964223;94;94;763.56 zł;;;;11.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - Rodzina+: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;Gmina Bielsko-Biała;pl.  Ratuszowy 1 43-300 Bielsko-Biała, Bielsko-Biała, miasto;9372686990;72181741;366/P;www.um.bielsko.pl;NIE
