Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"Kolorado";"ŚLĄSKIE > Powiat Świętochłowice > Świętochłowice > Świętochłowice ul. Karpacka 33 lok. III";"www.kolorado.edu.pl";"przedszkole@kolorado.edu.pl";"506177233";"30";"14";"800.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"""Kolorado"" - usługi edukacyjne Agnieszka Rajczyk";;"6272267938";"241559829";"11588/P";"www.kolorado.edu.pl";"NIE"
"Żłobek";"Chatka Skrzatka  ";"ŚLĄSKIE > Powiat Świętochłowice > Świętochłowice > Świętochłowice ul. Bytomska 26 lok. 2";"Brak";"chatkaskrzatka2@gmail.com";"578914290";"25";"25";"1200.0 zł";"30.0 zł";;;"16.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Chatka Skrzatka Luiza Kaintoch";;"6412467897";"367323291";"11674/P";;"NIE"
"Żłobek";"ŻŁOBEK NIEPUBLICZNY KULKA";"WIELKOPOLSKIE > Powiat poznański > Komorniki > Wiry ul. Poznańska 43";"www.przedszkolekulka.pl";"zlobek@przedszkolekulka.pl";"575667513";"36";"32";"1190.0 zł";;;;"15.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 13.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"Kulka Ewa Olewińska";;"7791989518";"361783940";"11671/P";"www.przedszkolekulka.pl";"NIE"
"Żłobek";"Żłobek Barwy Dzieciństwa 2";"LUBELSKIE > Powiat Lublin > Lublin > Lublin ul. Łęczyńska 51";"zlobkiklanza.pl";"zlobekbdz2@klanza.org.pl";"507406593";"30";"13";"1650.0 zł";"50.0 zł";;;"12.0 zł";"Zniżka - zwolnienie z opłaty wpisowego dla posiadaczy Karty Dużej Rodziny i dla rodzeństwa uczęszczającego do żłobka: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Polskie Stowarzyszenie Pedagogów i Animatorów KLANZA Lublin";"ul.  Kaprysowa 2 20-843 Lublin, Lublin, miasto";"9461183262";"430465878";"3285/P";"zlobkiklanza.pl";"NIE"
"Żłobek";"Akademia Kinder Centrum";"OPOLSKIE > Powiat Opole > Opole > Opole, miasto ul. Partyzancka 7";"www.kindercentrum.pl";"biuro@kinder-centrum.pl";"606224563";"81";"64";"1395.66 zł";"40.0 zł";;;"17.0 zł";"Zniżka - Ulga Dyrektorska wg indywidualnej decyzji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"AKADEMIA KINDER CENTRUM ŚMIGIELSKA ZOFIA  SPÓŁKA KOMANDYTOWA";"ul.  Wiejska 11 49-120 Dąbrowa, Narok, wieś";"9910309584";"532465454";"239/P";"www.kindercentrum.pl";"NIE"
"Żłobek";"Żłobek Niepubliczny ""Kraina Marzeń""";"OPOLSKIE > Powiat Opole > Opole > Opole ul. Marii Rodziewiczówny 13a";"www.krainamarzen.pl";"rodziewiczowny@krainamarzen.pl";"730794198";"60";"49";"1420.0 zł";"35.0 zł";;;"15.0 zł";"Zniżka - Opolska Karta Rodziny i Seniora - obowiązuje na 2 dziecko pod warunkiem uczęszczania obojga z nich: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"""Kraina Marzeń"" Grzegorz Tarka";;"7542831103";"160341464";"308/P";"https://kraina-marzen.pl/";"NIE"
"Klub dziecięcy";"Bajlandia Niepubliczne Przedszkole i klub Malucha s.c.Sylwia Szygenda i Ewelina Chabierska";"WIELKOPOLSKIE > Powiat ostrzeszowski > Ostrzeszów > Ostrzeszów ul. Armii Krajowej 1 lok. 1";"brak";"bajlandia2016@wp.pl";"609126024";"22";"0";"510.0 zł";;;;"9.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:45-17:00 ";"TAK";"BAJLANDIA NIEPUBLICZNE PRZEDSZKOLE I KLUB MALUCHA S.C SYLWIA SZYGENDA EWELINA CHABIERSKA";"ul. ks. Józefa Kurzawy 5 62-874 Brzeziny, Brzeziny, wieś";"9680980490";"365907958";"11577/P";;"TAK"
"Żłobek";"Niepubliczny Żłobek UL";"WIELKOPOLSKIE > Powiat poznański > Suchy Las > Złotniki ul. Krzemowa 1";"www.ulprzedszkole.pl";"justyna.tomelka@nickel.com.pl";"516058960";"20";"20";"1450.0 zł";;;;"17.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NICKEL EDU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"ul.  Krzemowa 1 62-002 Suchy Las, Złotniki, wieś";"7773102120";"300984926";"11697/P";"www.ulprzedszkole.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Wyspa Szkrabów""";"LUBUSKIE > Powiat międzyrzecki > Międzyrzecz > Międzyrzecz ul. ks. inf. Henryka Guzowskiego 1";"http://wyspaszkrabow.5v.pl";"wyspa.szkrabow@wp.pl";"538475480";"40";"40";"1150.0 zł";;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"Mateusz Kłosowski";;"5961650629";"081033551";"11698/P";"http://wyspaszkrabow.5v.pl";"NIE"
"Żłobek";"Żłobek a.gugu";"LUBELSKIE > Powiat Lublin > Lublin > Lublin ul. Pogodna 34";"www.zlobekagugu.pl";"rko@zlobekagugu.pl";"509777829";"31";"31";"1830.0 zł";;;;"15.0 zł";"Zniżka - wyżywienie przy drugim i kolejnym dziecku w rodzinie (w a.gugu) + KDR: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"CRESCA - EWA TYMIŃSKA-JARASZKIEWICZ";;"7151802178";"361404686";"11718/P";"www.zlobekagugu.pl";"NIE"
"Żłobek";"Żłobek Gminny w Baranowie";"WIELKOPOLSKIE > Powiat kępiński > Baranów > Mroczeń Mroczeń 195A";;"sekretariat@barankowo.com.pl";"530055579";"24";"21";"468.0 zł";;;;"11.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-15:30 ";"TAK";"Gmina Baranów";"rynek Rynek 21 63-604 BARANÓW, Baranów";"6191945073";"250855529";"3249/P";"www.baranow.pl";"NIE"
"Żłobek";"Żłobek Hero!Academy";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Wilanów > Wilanów ul. Adama Branickiego 16";"http://www.heroacademy.edu.pl/";"s.laskowska@hero.edu.pl";"781953211";"20";"5";"2000.0 zł";;;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:30 ";"NIE";"HERO ACADEMY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"al.  Aleja Rzeczypospolitej 1 02-972 Warszawa - Wilanów, Warszawa - Wilanów, dzielnica m. st. Warszawy";"5252679258";"365601254";"11723/P";"http://www.heroacademy.edu.pl/";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Pluszowy Miś""";"WIELKOPOLSKIE > Powiat Poznań > Poznań-Stare Miasto > Poznań-Stare Miasto os. Stefana Batorego 80F lok. L1";;"pluszowymisbatorego@gmail.com";"539330098";"20";"20";"800.0 zł";;;"400.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Joanna Mikulska Maciej Górniak";"ul.  Naramowicka 47A lok. 6 61-622 Poznań-Stare Miasto, Poznań-Stare Miasto, delegatura";"9721280721";"368691654";"11744/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek Wesołe Dinusie II";"PODLASKIE > Powiat Białystok > Białystok > Białystok ul. Świętokrzyska 5A lok. U3";"www.wesoledinusie.pl";"kontakt@wesoledinusie.pl";"600140533";"38";"38";"1450.0 zł";;;;"15.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:45-16:45 ";"TAK";"Lucky Star Ewa Bałtyk";;"9661654855";"200272057";"2263/P";"www.wesoledinusie.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Fair Play";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Ochota > Warszawa - Ochota, dzielnica m. st. Warszawy ul.  Grójecka 208";"www.przedszkolefairplay-grojecka.pl";"biuro@przedszkolefairplay-grojecka.pl";"789372156";"44";"33";"2250.0 zł";;;;"21.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"Education&Fun Sp. z o.o.";"ul.  Mazowiecka 11 lok. 49 00-052 Warszawa - Śródmieście, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252700610";"366640049";"11765/P";"www.przedszkolafairplay-grojecka.pl";"NIE"
"Żłobek";"Żłobek Karuzela";"MAZOWIECKIE > Powiat Radom > Radom > Radom ul. Starokrakowska 135";"www.karuzela.org";"zlobek@karuzela.org";"510804104";"30";"4";"850.0 zł";;;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"Stowarzyszenie ""Karuzela""";"ul.  Cicha 8/10 lok. 161 26-600 Radom, Radom, miasto";"9482507155";"141219166";"11751/P";"www.karuzela.org";"NIE"
"Żłobek";"MAYA - Baśniowy Dworek";"WIELKOPOLSKIE > Powiat poznański > Swarzędz > Jasin, wieś ul.  Wrzesińska 100";"www.basniowydworek.pl";"maya-zlobek@o2.pl";"535316123";"40";"26";"1500.0 zł";;;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"""MAYA"" PRYWATNY ŻŁOBEK Iwona Muszyńska";"ul.  Wrzesińska 100 62-020 Swarzędz, Jasin, wieś";"8551054125";"810528895";"3381/P";;"NIE"
"Żłobek";"Bajkowy Żłobek Katarzyna Kotecka";"WARMIŃSKO-MAZURSKIE > Powiat olsztyński > Biskupiec > Nowe Marcinkowo, wieś Nowe Marcinkowo, wieś 4";"www.jacek-i-agatka.pl";"jacekiagatka0202@gmail.com";"504007497";"18";"18";"650.0 zł";;;;"13.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"Bajkowy Żłobek Katarzyna Kotecka";" 4 11-300 Biskupiec, Nowe Marcinkowo, wieś";"7391768073";"519583698";"11766/P";"www.jacek-i-agatka.pl";"NIE"
"Żłobek";"Roman Turczyn Żłobek Bajkowa Kraina";"KUJAWSKO-POMORSKIE > Powiat Toruń > Toruń > Toruń ul. Łukasza Watzenrodego 14 lok. 1";"brak";"zlobekbajkowakraina@wp.pl";"725625825";"63";"16";"1300.0 zł";;;"400.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:30 ";"NIE";"Roman Turczyn Żłobek Bajkowa Kraina Toruń";;"8790014100";"871704100";"11770/P";;"NIE"
"Żłobek";"Opieka nad Dziećmi Zielony Ogródek";"MAZOWIECKIE > Powiat grodziski > Jaktorów > Henryszew, wieś Henryszew, wieś 15";"domoweprzedszkole.info.pl";"kontakt@domoweprzedszkole.info.pl";"535008657";"45";"45";"1200.0 zł";"50.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Dotacja z budżetu Gminy na dziecko zamieszkałe na terenie Gminy Jaktorów, Radziejowice i miasta Żyrardów - 300 zł miesięcznie; : 38.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Opieka nad Dziećmi Zielony Ogródek, Katarzyna Zbrzeźna";" 15 96-316 Jaktorów, Henryszew, wieś";"8381152046";"015002450";"11775/P";"www.domoweprzedszkole.info.pl";"NIE"
"Żłobek";"Prywatny żłobek ,,Kolorowy Domek"" Aleksandra Goździak oddział 2";"WIELKOPOLSKIE > Powiat Poznań > Poznań-Grunwald > Poznań-Grunwald ul. Junacka 7";"www.kolorowydomek.com.pl";"biuropoznankolorowydomek@wp.pl";"793607460 , 604645202";"70";"68";"1415.0 zł";"25.0 zł";;;"16.5 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Prywatny żłobek ,,Kolorowy Domek "" Aleksandra Goździak";;"7861638707";"301274530";"11777/P";"www.kolorowydomek.com.pl";"NIE"
"Żłobek";"Żłobek Gminny w Postolicach";"DOLNOŚLĄSKIE > Powiat jaworski > Wądroże Wielkie > Postolice Postolice 20A";;"r.serafin@wadrozewielkie.pl";"768874318";"24";"18";"432.0 zł";"43.0 zł";;;"8.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 40.0% ";"Godziny pracy: ";"NIE";"Gmina Wądroże Wielkie";" 64 59-430 Wądroże Wielkie";"6951400825";"390647430";"7169/P";"www.wadrozewielkie.pl";"NIE"
"Klub dziecięcy";"Klub Dziecięcy w Gaworzycach";"DOLNOŚLĄSKIE > Powiat polkowicki > Gaworzyce > Gaworzyce ul. Dworcowa 191";"brak";"ewa.osomanska@wp.pl";"606718179";"20";"17";"400.0 zł";"20.0 zł";;"200.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:00 ";"TAK";"Ewa Pawlak-Osmańska";;"6931353933";"390073790";"1973/P";;"NIE"
"Żłobek";"ELEMELEK Ewelina Strutynska";"DOLNOŚLĄSKIE > Powiat wrocławski > Siechnice > Siechnice ul. Marszałka Józefa Piłsudskiego 4 B";"www.elemelek.com.pl";"strutynska.ewelina@gmail.com";"697918433";"13";"13";"1570.0 zł";;;;"19.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"ELEMELEK Ewelina Strutynska";;"8942902327";"369134105";"11848/P";"www.elemeleksiechnice.pl";"NIE"
"Żłobek";"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie";"PODKARPACKIE > Powiat Krosno > Krosno > Krosno ul. Powstańców Warszawskich 42";"zmkrosno.pl";"sekretariat@zmkrosno.pl";"13 47 43 980, 887200203";"50";"50";"613.0 zł";"50.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% Zniżka - Troje i więcej dzieci uczęszczających do żłobka lub przedszkoli miejskich: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Miasto Krosno";"ul. Lwowska 28a 38-400 Krosno";"6840013798";"370440809";"415/P";"krosno.pl";"NIE"
"Żłobek";"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie";"PODKARPACKIE > Powiat Krosno > Krosno > Krosno ul. Stefana Kisielewskiego 15";"zmkrosno.pl";"sekretariat@zmkrosno.pl";"13 47 43 980, 885420003";"25";"25";"613.0 zł";"50.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% Zniżka - Troje i więcej dzieci uczęszczających do żłobka lub przedszkoli miejskich: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Miasto Krosno";"ul. Lwowska 28a 38-400 Krosno";"6840013798";"370440809";"415/P";"krosno.pl";"NIE"
"Żłobek";"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie";"PODKARPACKIE > Powiat Krosno > Krosno > Krosno ul. Prochownia 4a";"zmkrosno.pl";"sekretariat@zmkrosno.pl";"13 47 43 980, 887200205";"25";"25";"613.0 zł";"50.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% Zniżka - Troje i więcej dzieci uczęszczających do żłobka lub przedszkoli miejskich: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Miasto Krosno";"ul. Lwowska 28a 38-400 Krosno";"6840013798";"370440809";"415/P";"krosno.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Mali Odkrywcy""";"PODKARPACKIE > Powiat Krosno > Krosno > Krosno ul. Rzeszowska 36";"maliodkrywcy24.pl";"waclawik.karolina@gmail.com";"697709281";"20";"12";"1070.0 zł";"50.0 zł";;;"16.5 zł";"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Karolina Wacławik";;"6842285489";"180870980";"416/P";;"NIE"
"Żłobek";"Kraina marzeń";"PODKARPACKIE > Powiat przemyski > Żurawica > Buszkowice Buszkowice 144";"www.krainamarzen-buszkowice.edupge.pl";"tabi3@wp.pl";"506164873";"34";"33";"400.0 zł";;;;"11.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ";"TAK";"Alicja Tabinowska";;"7952193783";"180587741";"11292/P";"www.krainamarzen-buszkowice.edupge.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Calineczka""";"MAZOWIECKIE > Powiat wołomiński > Radzymin > Słupno al. Jana Pawła II 64";"www.calineczka.edu.pl";"biuro@calineczka.edu.pl";"22 786 67 28";"40";"30";"1200.0 zł";;;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ";"NIE";"KF-EDUKACJA  FRANCISZEK KOZIELEC";;"7351019187";"490588321";"11923/P";"http://calineczka.edu.pl/";"NIE"
"Żłobek";"Domowa Akademia ""SMYK"" Magdalena Chrząszcz Żłobek ";"WARMIŃSKO-MAZURSKIE > Powiat lidzbarski > Orneta > Orneta ul. Podleśna 2";;"magdalenachrzaszcz@poczta.onet.pl";"516086655";"10";"0";"1350.0 zł";"30.0 zł";;"231.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"DOMOWA AKADEMIA ,,SMYK"" MAGDALENA CHRZĄSZCZ";;"5821436936";"171012223";"11904/P";;"NIE"
"Żłobek";"ŻŁOBEK MACIUSIOWO";"ŚLĄSKIE > Powiat mikołowski > Łaziska Górne > Łaziska Górne ul. Rybnicka 18";"www.maciusiowo.pl";"carola_w@o2.pl";"506950121";"33";"33";"1300.0 zł";;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Nibylandia Karolina Wodarz";;"6351589866";"240903762";"11912/P";;"NIE"
"Żłobek";"ŻŁOBEK MIEJSKI Jednostka organizacyjna gminy Bielsko-Biała";"ŚLĄSKIE > Powiat Bielsko-Biała > Bielsko-Biała > Bielsko-Biała ul. Pod Grodziskiem 4";"www.zlobekbielsko.pl";"zlobek@zlobekbielsko.pl";"334964223";"94";"94";"763.56 zł";;;;"11.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - Rodzina+: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"Gmina Bielsko-Biała";"pl.  Ratuszowy 1 43-300 Bielsko-Biała, Bielsko-Biała, miasto";"9372686990";"072181741";"366/P";"www.um.bielsko.pl";"NIE"
"Żłobek";"Żłobek Bystrzaki";"DOLNOŚLĄSKIE > Powiat kłodzki > Bystrzyca Kłodzka > Bystrzyca Kłodzka ul. Wojska Polskiego 20";;"bystrzaki@fep.edu.pl";"733101920";"32";"32";"1365.0 zł";;;;"19.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 27.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"Fundacja Edukacji Przedszkolnej";"pl. św. Macieja 2 50-244 Wrocław-Śródmieście, Wrocław-Śródmieście, delegatura";"8982112726";"020545528";"11941/P";"brak";"NIE"
"Żłobek";"Żyrafy";"WIELKOPOLSKIE > Powiat poznański > Dopiewo > Dąbrówka ul. Lipowa 1";"www.zyrafy.com.pl";"zlobekdabrowka@zyrafy.com.pl";"577404888";"37";"37";"1590.0 zł";;;;"17.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"DEA Konsulting Izabela Tokarska";;"5991766905";"300163997";"11946/P";"www.http://zyrafy.com.pl/";"NIE"
"Żłobek";"Żłobek ""Świat Dziecka"" w Staszowie";"ŚWIĘTOKRZYSKIE > Powiat staszowski > Staszów > Staszów ul. Jana Pawła II 17a";;"klubdzieciecy.staszow@op.pl";"15 864 21 21";"26";"26";"637.0 zł";"64.0 zł";;;"11.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Staszów";"ul. Opatowska 31 28-200 Staszów";"8661608731";"830409749";"202/P";"www.staszow.pl";"NIE"
"Żłobek";"Żłobek Tęcza";"WIELKOPOLSKIE > Powiat Poznań > Poznań-Jeżyce > Poznań-Jeżyce ul. Czarnkowska 17";"www.teczadzieci.pl";"biuro@teczadzieci.pl";"506234510";"25";"25";"1610.0 zł";;;;"16.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Tęcza Anna Laudańska";;"7811379244";"300971444";"11961/P";"www.teczadzieci.pl";"NIE"
"Żłobek";"Żłobek ""Szalona Żyrafa"" w Jarocinie";"WIELKOPOLSKIE > Powiat jarociński > Jarocin > Jarocin ul. Wrzosowa 4";;"szalonazyrafa@wp.pl";"505099276";"40";"40";"750.0 zł";"40.0 zł";;;"12.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"SZALONA ŻYRAFA Agata Nelka";;"6172036180";"301997842";"11920/P";;"NIE"
"Żłobek";"Żłobek ABRAKADABRA Filia";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Alzacka 16A";"www.zlobekabrakadabra.pl";"biuro@przedszkolehappytime.pl";"501610422";"24";"24";;;;;"20.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota, Niedziela 7:30-18:00 ";"NIE";"PPHU BTP ANNA KÜNSTLE Przedszkole Anglojęzyczne ""HAPPY TIME"" Prywatna Szkoła Podstawowa ""Wonderful Years School""; Żłobek Abrakadabra";;"8331134810";"750770639";"11905/P";"www.zlobekabrakadabra.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Bajkolandia";"ZACHODNIOPOMORSKIE > Powiat policki > Police > Police ul. Przyjaźni 8";;"bajkolandia2017@wp.pl";"537952053";"28";"25";"450.0 zł";;;;"14.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:00 ";"NIE";"Niepubliczny Żłobek Bajkolandia Spółka Cywilna Anna Hasior Monika Ewald";"ul.  Przyjaźni 8 72-010 Police, Police, miasto";"8513245366";"385191533";"19448/P";;"NIE"
"Klub dziecięcy";"KLUB MALUCHA DOMIŚ BEATA MOZGAŁA";"ŚLĄSKIE > Powiat Mysłowice > Mysłowice > Mysłowice ul. Franciszka Kawy 10";"www.domis.rzetelnafirma.pl";"becia784@wp.pl";"733432530";"12";"9";"1100.0 zł";;;;"13.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% Zniżka - W przypadku choroby dziecka dłuższej niż 2 tygodnie przysługuje zniżka  w kolejnym miesiącu opłaty za pobyt dziecka w placówce.: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 7:00-16:00 ";"NIE";"Beata Mozgała";;"2220566354";"243439880";"11936/P";"www.do-mis.pl";"NIE"
"Żłobek";"Żłobek ""Gumisiowa Kraina"" ";"MAZOWIECKIE > Powiat radomski > Jedlińsk > Jedlińsk ul. Lipowa 21";"www.gumisiowakraina.pl";"tk49@onet.pl";"504220625";"120";"120";"650.0 zł";;;"400.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Teresa Kalbarczyk P.P.U.H. ""KAL-TEX"", Niepubliczne Przedszkole i Żłobek ""GUMISIOWA KRAINA"" Teresa Kalbarczyk";;"7961846084";"672740720";"11938/P";"www.gumisiowakraina.pl";"NIE"
"Żłobek";"Żłobek ""Tygrysek"" w Łańcucie";"PODKARPACKIE > Powiat łańcucki > Łańcut > Łańcut ul. Podzwierzyniec 41";"www.tygrysek-przedszkole.pl";"tygrysekbiuro@gmail.com";"785195063";"52";"37";"1090.0 zł";;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-18:00 ";"TAK";"Tygrysek S.C. E. Walawender i M. Golenia";" 350A 37-111 Rakszawa, Rakszawa, wieś";"8151797756";"180992588";"11939/P";"www.tygrysek-przedszkole.pl";"NIE"
