Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"Żłobek Niepubliczny Norlandia ";"PODLASKIE > Powiat Białystok > Białystok > Białystok ul. Sybiraków 8a";"https://norlandiaprzedszkola.pl/sybirakow/";"sekretariat@norlandia.com";"502458426";"84";"41";"1600.0 zł";;;;"16.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NORLANDIA POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"ul.  Przasnyska 7 lok. 143 01-756 Warszawa - Żoliborz, Warszawa - Żoliborz, dzielnica m. st. Warszawy";"7393887184";"364989138";"12524/P";"www.norlandiaprzedszkola.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Malinowe Skrzaty 3""";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Krowodrza > Kraków-Krowodrza ul. Ludwika Solskiego 11 lok. 3U";"malinoweskrzaty.przedszkolna.net";"bmwf@op.pl";"502471130";"25";"3";"1550.0 zł";"25.0 zł";;;"21.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 3.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 8.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"TAK";"Bożena Matławska BM Sport";;"8471208974";"365862724";"3519/P";"www.malinoweskrzaty.przedszkolna.net";"NIE"
"Żłobek";"Żłobek Kraina Marzeń Kossaka";"MAŁOPOLSKIE > Powiat Nowy Sącz > Nowy Sącz > Nowy Sącz, miasto ul. Wojciecha Kossaka 1";;"marcin.krolikiewicz@krainamarzen.eu";"694424336";"20";"12";"1350.0 zł";;;"100.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Marcin Królikiewicz";;"7342629058";"491941423";"1707/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek Akademia Malucha";"ŚLĄSKIE > Powiat Siemianowice Śląskie > Siemianowice Śląskie > Siemianowice Śląskie ul. Niepodległości 67-67A";"www.zlobeksiemianowice.pl";"biuro@zlobeksiemianowice.pl";"532555541";"90";"73";"1300.0 zł";"50.0 zł";;;"16.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% Zniżka - Samotne wychowanie dziecka: 20.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-18:00 ";"TAK";"Akademia Malucha Paulina Rączkiewicz";;"6412416747";"362126982";"14163/P";"www.zlobekgliwice.com";"NIE"
"Żłobek";"Żłobek Kubusiowy Ogród";"MAŁOPOLSKIE > Powiat gorlicki > Gorlice > Gorlice, miasto ul.  Słoneczna 2";"przedszkolegorlice.pl";"biuro@przedszkolegorlice.pl";"577180016";"25";"9";"1560.0 zł";;;;"13.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"ASMIR Spółka z ograniczoną odpowiedzialnością";"ul. ks. Józefa Meiera 20G lok. 1B 31-236 Kraków-Krowodrza, Kraków-Krowodrza, delegatura";"9452184500";"361526656";"1158/P";"http://przedszkole-kubus.com.pl";"NIE"
"Klub dziecięcy";"Smerfuś 4 ";"KUJAWSKO-POMORSKIE > Powiat brodnicki > Brodnica > Brodnica ul. Ignacego Łyskowskiego 4a";;"ewelinka_idd@wp.pl";"600500975";"18";"16";"1150.0 zł";;;"100.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 4.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"Klub Malucha ""Smerfuś""/Ewelina Dybich";;"8741710325";"341395879";"2499/P";;"NIE"
"Żłobek";"Żłobek Nad Jeziorem Długim";"WARMIŃSKO-MAZURSKIE > Powiat Olsztyn > Olsztyn > Olsztyn ul. Aleja Przyjaciół 40a";"www.zlobeknjd@gmail.com";"bolinska.barbara@gmail.com";"601655574";"39";"19";"1200.0 zł";;;;"16.0 zł";"Zniżka - Dochód rodzinny: 72.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 59.0% Zniżka - Trudna sytuacja rodzinna: 81.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"""BARBARA"" BARBARA BOLIŃSKA";;"7391207989";"510636654";"16089/P";;"NIE"
"Żłobek";"Żłobek Niepubliczny Promyk";"ZACHODNIOPOMORSKIE > Powiat Szczecin > Szczecin > Szczecin ul. Cynowa 9";"www.promyk.szczecin.pl";"przedszkolepromyk@vp.pl";"914605065";"20";"14";"1320.0 zł";"50.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"HELENA GRZYWACZ";;"8511048087";"810465166";"2600/P";"www.promyk.szczecin.pl";"NIE"
"Klub dziecięcy";"Akademia Malucha- Klub Dziecięcy";"MAŁOPOLSKIE > Powiat nowosądecki > Stary Sącz > Gołkowice Dolne Gołkowice Dolne 149";;"gocha.kurzeja@op.pl";"513432904";"24";"19";"1120.0 zł";;;;"13.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Centrum Edukacji Artystycznej - Ognisko Muzyczne/ Małgorzata Banach";;"7343510000";"122409482";"16289/P";;"NIE"
"Klub dziecięcy";"Klub dziecięcy "" Radosne Maluchy"" ";"MAZOWIECKIE > Powiat płoński > Raciąż > Kraszewo-Czubaki, wieś Kraszewo-Czubaki, wieś 23b";"www.odzyskacradosc.pl";"marta.s@odzyskacradosc.pl";"694880717";"16";"15";"450.0 zł";;;;"12.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 08:00-16:00 ";"TAK";"Fundacja Odzyskać Radość";" 87 06-521 Wiśniewo, Bogurzyn, wieś";"5671870133";"142011769";"16350/P";"www.odzyskacradosc.pl";"NIE"
"Żłobek";"Żłobek Niepubliczny TIKA";"ŚLĄSKIE > Powiat Katowice > Katowice > Katowice, miasto ul.  Dworska 12";"www.tika.com.pl";"sekretariat@tika.com.pl";"533123455";"37";"35";"1580.0 zł";;;;"19.2 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 6.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"Blisko dzieci spółka z ograniczoną odpowiedzialnością";"ul.  Dworska 12 40-584 KATOWICE, Katowice, miasto";"6343034450";"527563608";"16449/P";"www.tika.com.pl";"NIE"
"Żłobek";"Samorządowy Żłobek ""Zakątek Malucha""";"MAŁOPOLSKIE > Powiat gorlicki > Łużna > Łużna, wieś Łużna, wieś 723";"www.zlobek.luzna.pl";"zlobek@luzna.pl";"183543390";"34";"23";"400.0 zł";;;;"9.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"Gmina Łużna";" 634 38-322 Łużna, Łużna, wieś";"7381022314";"491892469";"16562/P";"www.luzna.pl";"NIE"
"Klub dziecięcy";"AGUGU KLUB MALUCHA ";"WARMIŃSKO-MAZURSKIE > Powiat elbląski > Pasłęk > Pasłęk, miasto ul. 3 Maja 18 lok. 1";;"aguguklubmalucha@gmail.com";"791202414";"17";"17";"900.0 zł";;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"AGUGU KLUB MALUCHA ALICJA KARULEWSKA WSPÓLNIK SPÓŁKI CYWILNEJ";"ul. 3 Maja 18 lok. 1 14-400 Pasłęk, Pasłęk, miasto";"5783143349";"386909754";"16649/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek Tulii Lulii";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Śródmieście > Kraków-Śródmieście, delegatura ul.  Młyńska 9 lok. 2";;"tuliilulii@interia.pl";"737840977";"22";"22";"1650.0 zł";;;;"18.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Niepubliczny Żłobek Tulii Lulii, M.Nowak, P.Kruczek spółka cywilna";"ul.  Młyńska 9 lok. 2 31-469 Kraków-Śródmieście, Kraków-Śródmieście, delegatura";"9452232191";"385012714";"16793/P";;"NIE"
"Żłobek";"Żłobek Ciuchcia";"LUBUSKIE > Powiat Zielona Góra > Zielona Góra > Zielona Góra, miasto ul.  Jaskółcza 15";;"elmirka71@wp.pl";"692435071";"15";"11";"1100.0 zł";;;;"13.0 zł";"Zniżka - Karta Zgrana Rodzina: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-16:00 ";"NIE";"Fundacja Innowacyjny Klub Rodzica";"ul. Majora Henryka Sucharskiego 11 lok. 7 65-562 Zielona Góra, Zielona Góra, miasto";"9731016693";"081195489";"2188/P";;"NIE"
"Żłobek";"Żłobek Maluszkowo 3";"LUBELSKIE > Powiat Lublin > Lublin > Lublin, miasto ul. Tadeusza Szeligowskiego 8 lok. 103 i 104";"www.maluszkowo.com.pl";"biuro@maluszkowo.com.pl";"502352555";"83";"22";"1285.0 zł";"50.0 zł";;;"13.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"A2Anna Lubaś";;"6842307742";"180877628";"933/P";"www.maluszkowo.com.pl";"NIE"
"Klub dziecięcy";"Gminny Klub Dziecięcy ""Zielone Jabłuszko"" w Piotrkowie Pierwszym";"LUBELSKIE > Powiat lubelski > Jabłonna > Piotrków Pierwszy, wieś Piotrków Pierwszy, wieś 105";"www.zielonejabluszko.eskul.pl";"zielonejabluszko@jablonna.lubelskie.pl";"693708020";"15";"14";"848.4 zł";"130.0 zł";;;"14.0 zł";"Zniżka - Dochód rodzinny: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"Gmina Jabłonna";" 22 23-114 Jabłonna, Jabłonna-Majątek, wieś";"7133105931";"384849516";"16824/P";"jablonna.lubelskie.pl";"NIE"
"Żłobek";"BeBaby żłobek_Galicyjska 1 Kraków";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Nowa Huta > Kraków-Nowa Huta, delegatura ul.  Galicyjska 1";"www.bebabyzlobek.pl";"galicyjska1@bebabyzlobek.pl";"699939535";"57";"37";"2155.0 zł";"50.0 zł";;;"23.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Samotne wychowanie dziecka: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"TAK";"Ewa Kruszyńska BeBaby KRW";;"6762531294";"367508990";"2318/P";"www.bebabyzlobek.pl";"NIE"
"Żłobek";"Publiczny Żłobek Samorządowy w Kazimierzy Wielkiej";"ŚWIĘTOKRZYSKIE > Powiat kazimierski > Kazimierza Wielka > Kazimierza Wielka, miasto ul. Tadeusza Kościuszki 9";"www.zlobek-kazimierzawielka.pl";"kontakt@zlobek-kazimierzawielka.pl";"533327745";"53";"51";"700.0 zł";"10.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"Gmina Kazimierza Wielka";"ul. Tadeusza Kościuszki 12 28-500 Kazimierza Wielka, Kazimierza Wielka, miasto";"6050013249";"291009780";"16854/P";"www.kazimierzawielka.pl";"NIE"
"Żłobek";"Żłobek publiczny Re-Re Kum-Kum ";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Krowodrza > Kraków-Krowodrza, delegatura ul.  Wizjonerów 4 lok. 177";"www.rerekumkum.com";"klubmalucha@onet.pl";"509301283";"50";"50";"499.0 zł";"40.0 zł";;"0.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"PATRYCJA FIJAŁKOWSKA-CHROBAK FHU PATI";;"6783139348";"122584156";"1716/P";"www.rerekumkum.com";"NIE"
"Żłobek";"ŻŁOBEK AUTOBUSIK";"ŚLĄSKIE > Powiat lubliniecki > Lubliniec > Lubliniec, miasto ul. Kazimierza i Wiktorii Niegolewskich 5";"www.autobusik.eu";"sekretariat@autobusik.eu";"729870079";"200";"80";"599.0 zł";;;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE LARIX SP. Z O.O.";"ul.  Klonowa 11 42-700 Lubliniec, Lubliniec, miasto";"5751839378";"240865033";"16860/P";"larix-lubliniec.eu";"NIE"
"Żłobek";"Żłobek Maluszkowo";"PODKARPACKIE > Powiat rzeszowski > Trzebownisko > Jasionka, wieś Jasionka, wieś 915 A";"www.maluszkowo.com.pl";"biuro@maluszkowo.com.pl";"517515555";"42";"42";"1430.0 zł";;;;"16.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"W2 Spółka z ograniczoną odpowiedzialnością Spółka Komandytowa";" 372 36-052 Sokołów Małopolski, Nienadówka, wieś";"5170362578";"180967337";"9932/P";"www.maluszkowo.com.pl";"NIE"
"Żłobek";"Miejski Zespół Żłobków w Łodzi Żłobek Nr 32";"ŁÓDZKIE > Powiat Łódź > Łódź-Widzew > Łódź-Widzew, delegatura ul.  Jugosłowiańska 6";"http://www.mzz.lodz.pl";"zlobek32@mzz.lodz.pl";"42 633 93 67, 798 867 124";"30";"40";"849.0 zł";;;;"6.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ";"NIE";"Miasto Łódź";"ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl";"NIE"
"Żłobek";"Żłobek Samorządowy w Sulęcinie";"LUBUSKIE > Powiat sulęciński > Sulęcin > Sulęcin, miasto os.  Osiedle Kopernika 7";;"sekretariat@zlobeksulecin.pl";"957553085";"21";"19";"1000.0 zł";"30.0 zł";;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Gmina Sulęcin";"ul.  Lipowa 18 69-200 Sulęcin, Sulęcin, miasto";"5960010632";"210966697";"17090/P";;"NIE"
"Żłobek";"Żłobek Gminny  ""Adelinek"" w Adelinie";"MAZOWIECKIE > Powiat wyszkowski > Zabrodzie > Choszczowe, wieś ul.  Szkolna 74";;"zlobekadelin@wp.pl";"603 206 691";"18";"18";"900.0 zł";"30.0 zł";;;"15.0 zł";;"Godziny pracy: ";"TAK";"Gmina Zabrodzie";"ul. Wł. St. Reymonta 51 07-230 Zabrodzie, Zabrodzie, wieś";"7621901022";"550667988";"17221/P";"www.zabrodzie.pl";"NIE"
"Żłobek";"BeBaby żłobek_E.Wasilewskiego 20 Kraków";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze, delegatura ul. Edmunda Wasilewskiego 20 lok. U1";"www.bebabyzlobek.pl";"wasilewskiego20@bebabyzlobek.pl";"605202996";"52";"13";"2355.0 zł";"50.0 zł";;;"23.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Samotne wychowanie dziecka: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-17:30 ";"TAK";"Ewa Kruszyńska BeBaby KRW";;"6762531294";"367508990";"2318/P";"www.bebabyzlobek.pl";"NIE"
"Żłobek";"Żłobek Oddział nr 7 (Zespół Żłobka i Klubów Dziecięcych siedziba: B.Prusa 253A, Sosnowiec)";"ŚLĄSKIE > Powiat Sosnowiec > Sosnowiec > Sosnowiec, miasto ul.  Sucha 23";"www.zlobekmiejski.sosnowiec.pl";"zmsc@sosnowiec.edu.pl";"32 263 61 71";"120";"118";"400.0 zł";"40.0 zł";;;"9.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"TAK";"Gmina Sosnowiec";"ul.  Aleja Zwycięstwa 20 41-200 Sosnowiec, Sosnowiec, miasto";"6443453672";"276255482";"488/P";"www.sosnowiec.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek UROCZE GAGATKI Joanna Zatorowska";"DOLNOŚLĄSKIE > Powiat wrocławski > Długołęka > Kiełczów, wieś ul.  Lawendowa 4b lok. 3";"www.urocze-gagatki.pl";"urocze.gagatki@op.pl";"666366340";"15";"12";"1450.0 zł";"50.0 zł";;;"18.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Joanna Zatorowska";;"8971735174";;"17289/P";;"NIE"
"Żłobek";"Żłobek Miejski w Jedlinie-Zdroju";"DOLNOŚLĄSKIE > Powiat wałbrzyski > Jedlina-Zdrój > Jedlina-Zdrój, miasto ul.  Słowackiego 5";;"biuro@zlobekjedlina.pl";"666067085";"34";"24";"570.0 zł";"20.0 zł";;;"17.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"Gmina Jedlina-Zdrój";"ul.  Poznańska 2 58-330 Jedlina-Zdrój, Jedlina-Zdrój, miasto";"8862572796";"890718202";"17291/P";"www.zlobekjedlina.pl";"NIE"
"Żłobek";"Samorządowy Żłobek w Brusach";"POMORSKIE > Powiat chojnicki > Brusy > Brusy, miasto ul.  Armii Krajowej 1A";;"zlobek@brusy.pl";"523355153";"80";"65";"800.0 zł";"21.0 zł";;;"13.5 zł";"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 40.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 40.0% Zniżka - Dziecko które nie dostało się do przedszkola.: 40.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"Gmina Brusy";"ul.  Na Zaborach 1 89-632 BRUSY, Brusy, miasto";"5551921230";"092351251";"17454/P";"www.brusy.pl";"NIE"
"Żłobek";"Niepubliczny żłobek przy przedszkolu językowo-artystycznym ""Leśne Skrzaty"" w Kurabce";"ŁÓDZKIE > Powiat skierniewicki > Bolimów > Kurabka, wieś Kurabka, wieś 23";;"impresjazagorze@gazeta.pl";"884-882-580";"32";"16";"1520.0 zł";;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Nadia Meguedad ""Leśne Skrzaty""";;"8361810227";"101446982";"3511/P";"www.lesneskrzaty.edu.pl";"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBEK TYGRYSKI";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Krowodrza > Kraków-Krowodrza, delegatura ul. Stanisława Kostki Potockiego 19";"www.tygryski.sdn.org.pl";"tygryski.sdn@gmail.com";"668447999";"34";"27";"1950.0 zł";"25.0 zł";;;"19.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"GRAŻYNA BARGIEL TYGRYSKI";"ul. Stanisława Kostki Potockiego 19 31-234 Kraków-Krowodrza, Kraków-Krowodrza, delegatura";"5521196652";"357091256";"17535/P";"www.tygryski.sdn.org.pl";"NIE"
"Klub dziecięcy";"Klub Malucha w gminie Domaniów";"DOLNOŚLĄSKIE > Powiat oławski > Domaniów > Domaniów, wieś Domaniów, wieś 78";"http://klubmaluchadomaniow.szkolnastrona.pl/";"klub.malucha@gminadomaniow.pl";"796 100 156";"20";"18";;;"5.0 zł";;"14.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"TAK";"Gmina Domaniów";" 56 55-216 Domaniów, Domaniów, wieś";"9121716512";"931934851";"23228/P";"https://bip.gminadomaniow.pl/";"NIE"
"Żłobek";"KROKUS";"LUBELSKIE > Powiat Biała Podlaska > Biała Podlaska > Biała Podlaska, miasto ul. Witolda Pileckiego 34 lok. U 2,3,4,5";"krokus.org.pl";"biuro@krokus.org.pl";"695 741 024";"55";"32";"1250.0 zł";;;;"18.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:45-17:00 ";"TAK";"Szpilewicz Rafał";;"5372320933";"147221885";"2139/P";;"NIE"
"Żłobek";"Zespół Żłobków ""Kraina Brzdąca""";"KUJAWSKO-POMORSKIE > Powiat Bydgoszcz > Bydgoszcz > Bydgoszcz, miasto ul.  Oksywska 5";"www.krainabrzdaca.pl";"beata.czyz@bzdz.pl";"690380644";"30";"20";"1300.0 zł";;;;"17.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Samotne wychowanie dziecka: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% Zniżka - zniżka pracownicza: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"NIE";"Bydgoski Zakład Doskonalenia Zawodowego Stowarzyszenie Oświatowo-Techniczne";"ul.  Fordońska 120 85-739 Bydgoszcz, Bydgoszcz, miasto";"5540313030";"090067280";"17566/P";"www.bzdz.pl";"NIE"
"Żłobek";"Gminny Żłobek ""Maluszek"" w Wielopolu Skrzyńskim";"PODKARPACKIE > Powiat ropczycko-sędziszowski > Wielopole Skrzyńskie > Wielopole Skrzyńskie, wieś Wielopole Skrzyńskie, wieś 244";;"maluszek@wielopole.edu.pl";"172769200";"31";"25";"848.0 zł";"20.0 zł";;;"7.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"Gmina Wielopole Skrzyńskie (ropczycko-sędziszowski)";" 200 39-110 Wielopole Skrzyńskie, Wielopole Skrzyńskie, wieś";"8181582598";"690581985";"17709/P";"www.wielopole.eu";"NIE"
"Żłobek";"Żłobek Maluszkowo VI";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów, miasto ul.  Wołyńska 7 lok. 1";"www.maluszkowo.com.pl";"biuro@maluszkowo.com.pl";"500055522";"46";"42";"1400.0 zł";"50.0 zł";;;"15.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 14.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"A2Anna Lubaś";;"6842307742";"180877628";"933/P";"www.maluszkowo.com.pl";"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBEK ""BUTTERFLY""";"MAŁOPOLSKIE > Powiat bocheński > Bochnia > Bochnia, miasto ul.  Brzeska 19 lok. A";;"kontakt@przedszkole-butterfly.pl";"662048713";"55";"47";"1100.0 zł";;;;"17.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 9.0% Zniżka - dziecko zamieszkałe na terenie miasta Bochnia - miesięczne czesne w kwocie 1000 zł  : 9.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-18:00 ";"TAK";"DAWID POŚPIECH ILJADA";;"8681976567";"385220045";"17950/P";"www.przedszkole-butterfly.pl";"NIE"
"Żłobek";"Filia Żłobka Wyspa Skarbów - Głębowice";"DOLNOŚLĄSKIE > Powiat wołowski > Wińsko > Głębowice, wieś Głębowice, wieś 10";"www.facebook.pl/Żłobek Wyspa Skarbów Wińsko-Iwno-Głębowice";"zlobek@winsko.pl";"576810907, (071) 3072093";"10";"10";"500.0 zł";;;;"7.3 zł";;"Godziny pracy: ";"NIE";"Gmina Wińsko";"pl.  Wolności 2 56-160 Wińsko, Wińsko, wieś";"9880177504";"931934963";"2834/P";"www.winsko.pl";"NIE"
"Żłobek";"E-Maluch 4";"ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty, delegatura ul.  Inflancka 16";"www.emaluch.eu";"emaluch4zlobek@gmail.com";"507461266";"56";"30";"1550.0 zł";"20.0 zł";;;"21.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:00 ";"TAK";"E-MALUCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"ul. Gen. Prądzyńskiego 6 93-478 Łódź-Górna, Łódź-Górna, delegatura";"7292736733";"387804419";"951/P";"www.emaluch.eu";"NIE"
"Klub dziecięcy";"KLUB MAŁEJ PSZCZÓŁKI III JOANNA MAJDZIŃSKA";"ŁÓDZKIE > Powiat łaski > Łask > Łask, miasto ul.  Stefana Batorego 65";;"ASIAMAZUR234@GMAIL.COM";"665897488";"25";"28";;;"7.0 zł";;"18.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"TAK";"""KLUB MAŁEJ PSZCZÓŁKI"" JOANNA MAJDZIŃSKA";;"8291695694";"361123770";"12037/P";;"NIE"
