Identyfikator instytucji;Typ instytucji;Nazwa;Województwo;Powiat;Gmina;Miejscowość;Ulica;Nr domu;Nr lokalu;Kod pocztowy;Geolokalizacja;Adres WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Liczba miejsc ze środków KPO;Liczba miejsc ze środków FERS;Liczba dzieci zapisanych na miejsca z KPO;Liczba dzieci zapisanych na miejsca z FERS;Podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia) - opłata miesięczna;Opłata miesięczna na miejscach z KPO/FERS;Stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Wydatki na funkcjonowanie – miesięcznie;W tym z programu Dofinansowanie wynagrodzeń;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Czy podmiot prowadzący zawiesił działalność instytucji opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzący - miejscowość;Podmiot prowadzący - ulica;Podmiot prowadzący - nr domu;Podmiot prowadzący - nr lokalu;Podmiot prowadzący - kod pocztowy;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub
"10354/Z";"Żłobek";"MAJABAJA ";"MAZOWIECKIE";"Warszawa";"Warszawa - Ursynów";"Warszawa - Ursynów, dzielnica m. st. Warszawy";"ul. Jana Żabińskiego";"3";;"02-793";"21.056753042147918;52.136740950000004";"www.majabaja.pl";"majabajazlobek@gmail.com";"512266971";"15";"18";"0";"0";"0";"0";2200.0;0.0;;;;22.0;;;"Zniżka - Samotne wychowanie dziecka: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"NIE";"PMT COMFORT Paulina Troć";"Warszawa - Ursynów, dzielnica m. st. Warszawy";"ul. Jana Żabińskiego";"3";;"02-793";"7981338853";"147044934";"11667/P";"http://www.majabaja.pl/"
"10355/Z";"Żłobek";"Niepubliczny Żłobek ""Słoneczna Kraina""";"WARMIŃSKO-MAZURSKIE";"giżycki";"Wydminy";"Wydminy";"ul. Ełcka";"2B";;"11-510";"22.035943;53.976279";"www.slonecznakraina.pl";"lesya@osowa.com.pl";"506211876";"25";"0";"0";"0";"0";"0";1000.0;0.0;;;;12.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"NIE";"LS Edu Club sp. z ograniczoną odpowiedzialnością";"Sopot, miasto";"ul. Rzemieślnicza";"7";;"81-855";"5851507351";"541235827";"11670/P";"www.slonecznakraina.pl"
"10358/Z";"Żłobek";"Chatka Skrzatka  ";"ŚLĄSKIE";"Świętochłowice";"Świętochłowice";"Świętochłowice, miasto";"ul. Bytomska";"26";"2";"41-600";"18.9168228138307;50.2936952";"Brak";"chatkaskrzatka2@gmail.com";"578914290";"25";"25";;;;;1500.0;0.0;70.0;;;16.5;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"NIE";"Chatka Skrzatka Luiza Kaintoch";;;;;;"6412467897";"367323291";"11674/P";
"10379/Z";"Żłobek";"ŻŁOBEK NIEPUBLICZNY KULKA";"WIELKOPOLSKIE";"poznański";"Komorniki";"Wiry";"ul. Poznańska";"43";;"62-051";"16.881428;52.316217";"www.przedszkolekulka.pl";"zlobek@przedszkolekulka.pl";"575667513";"36";"33";"0";"0";"0";"0";1500.0;0.0;;;;22.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"NIE";"""KULKA"" SP. Z O.O. (dawniej ""Kulka"" Ewa Olewińska)";"Wiry, osada leśna";"ul. Poznańska";"43";;"62-051";"7773434313";"529798586";"11671/P";"www.przedszkolekulka.pl"
"10381/Z";"Żłobek";"Żłobek Barwy Dzieciństwa 2";"LUBELSKIE";"Lublin";"Lublin";"Lublin";"ul. Łęczyńska";"51";;"20-313";"22.589471;51.242198";"zlobkiklanza.pl";"zlobekbdz2@klanza.org.pl";"507406593";"30";"16";"0";"0";"0";"0";1940.0;0.0;50.0;;;14.0;;;"Zniżka - zwolnienie z opłaty wpisowego dla posiadaczy Karty Dużej Rodziny i dla rodzeństwa uczęszczającego do żłobka (w tym absolwentów): 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Polskie Stowarzyszenie Pedagogów i Animatorów KLANZA Lublin";"Lublin, miasto";"ul.  Kaprysowa";"2";;"20-843";"9461183262";"430465878";"3285/P";"zlobkiklanza.pl"
"10382/Z";"Żłobek";"Akademia Kinder Centrum";"OPOLSKIE";"Opole";"Opole";"Opole, miasto";"ul. Partyzancka";"7";;"45-801";"17.8892501210139;50.67940575";"www.kindercentrum.pl";"biuro@kinder-centrum.pl";"606224563";"81";"42";"0";"0";"0";"0";2199.0;0.0;40.0;;;18.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"NIE";"AKADEMIA KINDER CENTRUM ŚMIGIELSKA ZOFIA  SPÓŁKA KOMANDYTOWA";"Narok, wieś";"ul. Wiejska";"11";;"49-120";"9910309584";"532465454";"239/P";"www.kindercentrum.pl"
"10383/Z";"Żłobek";"Żłobek Niepubliczny ""Kraina Marzeń""";"OPOLSKIE";"Opole";"Opole";"Opole, miasto";"ul. Marii Rodziewiczówny";"13a";;"45-348";"17.9408594;50.6616345";"www.krainamarzen.pl";"rodziewiczowny@krainamarzen.pl";"730794198";"60";"29";;;;;2150.0;0.0;35.0;;;15.0;;;"Zniżka - Opolska Karta Rodziny i Seniora - obowiązuje na 2 dziecko pod warunkiem uczęszczania obojga z nich: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"""Kraina Marzeń"" Grzegorz Tarka";;;;;;"7542831103";"160341464";"308/P";"https://krainamarzen.pl/"
"10387/Z";"Klub dziecięcy";"Bajlandia Niepubliczne Przedszkole i klub Malucha s.c.Sylwia Szygenda i Ewelina Chabierska";"WIELKOPOLSKIE";"ostrzeszowski";"Ostrzeszów";"Ostrzeszów";"ul. Armii Krajowej";"1";"1";"63-500";"17.933290696411138;51.42982450493264";"brak";"bajlandia2016@wp.pl";"609126024";"22";"0";"0";"0";"0";"0";510.0;0.0;;;;9.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:45-17:00 ";"TAK";"TAK";"BAJLANDIA NIEPUBLICZNE PRZEDSZKOLE I KLUB MALUCHA SPÓŁKA CYWILNA SYLWIA SZYGENDA I EWELINA CHABIERSKA";"Brzeziny, wieś";"ul. ks. Józefa Kurzawy";"5";;"62-874";"9680980490";"365907958";"11577/P";
"10401/Z";"Żłobek";"Niepubliczny Żłobek UL";"WIELKOPOLSKIE";"poznański";"Suchy Las";"Złotniki";"ul. Krzemowa";"1";;"62-002";;"www.ulprzedszkole.pl";"justyna.tomelka@nickel.com.pl";"516058960";"20";"20";"0";"0";"0";"0";1850.0;0.0;;;;19.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"NICKEL EDU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Złotniki, wieś";"ul.  Krzemowa";"1";;"62-002";"7773102120";"300984926";"11697/P";"www.ulprzedszkole.pl"
"10403/Z";"Żłobek";"Niepubliczny Żłobek ""Wyspa Szkrabów""";"LUBUSKIE";"międzyrzecki";"Międzyrzecz";"Międzyrzecz";"ul. ks. inf. Henryka Guzowskiego";"1";;"66-300";"15.608563;52.447201";"http://wyspaszkrabow.5v.pl";"wyspa.szkrabow@wp.pl";"538475480";"40";"40";"0";"0";"0";"0";1500.0;0.0;;;;16.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"NIE";"Mateusz Kłosowski";;;;;;"5961650629";"081033551";"11698/P";"http://wyspaszkrabow.5v.pl"
"10405/Z";"Żłobek";"Żłobek a.gugu";"LUBELSKIE";"Lublin";"Lublin";"Lublin, miasto";"ul. Pogodna";"34";;"20-337";"22.592961899478084;51.2349751";"www.zlobekagugu.pl";"rko@zlobekagugu.pl";"509777829";"31";"31";;;;;2100.0;0.0;;;;15.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"CRESCA - EWA TYMIŃSKA-JARASZKIEWICZ";;;;;;"7151802178";"361404686";"11718/P";"www.zlobekagugu.pl"
"10409/Z";"Żłobek";"Żłobek Hero!Academy";"MAZOWIECKIE";"Warszawa";"Warszawa - Wilanów";"Wilanów, część miasta";"ul. Adama Branickiego";"16";;"02-972";"21.073407072143254;52.1566615";"http://www.heroacademy.edu.pl/";"s.laskowska@hero.edu.pl";"781953211";"20";"12";;;;;2200.0;0.0;0.0;;500.0;;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:30 ";"NIE";"NIE";"HERO ACADEMY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Warszawa - Wilanów, dzielnica m. st. Warszawy";"al. Aleja Rzeczypospolitej";"1";;"02-972";"5252679258";"365601254";"11723/P";"http://www.heroacademy.edu.pl/"
"10412/Z";"Żłobek";"Niepubliczny Żłobek ""Pluszowy Miś""";"WIELKOPOLSKIE";"Poznań";"Poznań-Stare Miasto";"Poznań-Stare Miasto";"os. Stefana Batorego";"80F";"L1";"60-687";"16.926487734132724;52.407831508240236";;"pluszowymisbatorego@gmail.com";"539330098";"20";"20";"0";"0";"0";"0";1100.0;0.0;;;;21.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Joanna Mikulska Maciej Górniak";"Poznań-Stare Miasto, delegatura";"ul.  Naramowicka";"47A";"6";"61-622";"9721280721";"368691654";"11744/P";
"10413/Z";"Żłobek";"Niepubliczny Żłobek Wesołe Dinusie II";"PODLASKIE";"Białystok";"Białystok";"Białystok, miasto";"ul. Świętokrzyska";"5A";"U3";"15-876";"23.1339237;53.1459079";"www.wesoledinusie.pl";"kontakt@wesoledinusie.pl";"600140533";"38";"30";;;;;1900.0;0.0;;;;16.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:45-16:45 ";"TAK";"NIE";"Lucky Star Ewa Bałtyk";;;;;;"9661654855";"200272057";"2263/P";"www.wesoledinusie.pl"
"10431/Z";"Żłobek";"Niepubliczny Żłobek Fair Play";"MAZOWIECKIE";"Warszawa";"Warszawa - Ochota";"Warszawa - Ochota, dzielnica m. st. Warszawy";"ul.  Grójecka";"208";;"02-390";"20.965613691847537;52.19955";"www.przedszkolefairplay-grojecka.pl";"biuro@przedszkolefairplay-grojecka.pl";"507087828";"44";"38";"0";"0";"0";"0";2030.0;0.0;;;;23.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"NIE";"Education&Fun Sp. z o.o.";"Warszawa - Śródmieście, dzielnica m. st. Warszawy";"ul. Mazowiecka";"11";"49";"00-052";"5252700610";"366640049";"11765/P";"www.przedszkolafairplay-grojecka.pl"
"10451/Z";"Żłobek";"MAYA - Baśniowy Dworek";"WIELKOPOLSKIE";"poznański";"Swarzędz";"Jasin, wieś";"ul.  Wrzesińska";"100";;"62-020";"17.09288;52.40865";"www.basniowydworek.pl";"maya-zlobek@o2.pl";"535316123";"40";"26";"0";"0";"0";"0";2050.0;0.0;;;;16.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"NIE";"""MAYA"" PRYWATNY ŻŁOBEK Iwona Muszyńska";"Jasin, wieś";"ul.  Wrzesińska";"100";;"62-020";"8551054125";"810528895";"3381/P";
"10452/Z";"Żłobek";"Bajkowy Żłobek Katarzyna Kotecka";"WARMIŃSKO-MAZURSKIE";"olsztyński";"Biskupiec";"Nowe Marcinkowo, wieś";;"4";;"11-300";"20.889827;53.8275967";"www.jacek-i-agatka.pl";"jacekiagatka0202@gmail.com";"504007497";"18";"18";"0";"0";"0";"0";650.0;0.0;;;;13.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"NIE";"Bajkowy Żłobek Katarzyna Kotecka";"Nowe Marcinkowo, wieś";;"4";;"11-300";"7391768073";"519583698";"11766/P";"www.jacek-i-agatka.pl"
"10454/Z";"Żłobek";"Roman Turczyn Żłobek Bajkowa Kraina";"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"Toruń";"ul. Łukasza Watzenrodego";"14";"1";"87-100";"18.603868;53.047569";"brak";"zlobekbajkowakraina@wp.pl";"725625825";"63";"13";"0";"0";"0";"0";1850.0;0.0;;;350.0;;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:30 ";"NIE";"NIE";"Roman Turczyn Żłobek Bajkowa Kraina Toruń";;;;;;"8790014100";"871704100";"11770/P";
"10459/Z";"Żłobek";"Opieka nad Dziećmi Zielony Ogródek";"MAZOWIECKIE";"grodziski";"Jaktorów";"Henryszew, wieś";;"15";;"96-316";"20.4671093;52.0778204";"domoweprzedszkole.info.pl";"kontakt@domoweprzedszkole.info.pl";"535008657";"49";"49";;;;;2100.0;0.0;50.0;;;20.0;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"NIE";"Opieka nad Dziećmi Zielony Ogródek, Katarzyna Zbrzeźna";"Henryszew, wieś";;"15";;"96-316";"8381152046";"015002450";"11775/P";"www.domoweprzedszkole.info.pl"
"10460/Z";"Żłobek";"Prywatny żłobek ,,Kolorowy Domek"" Aleksandra Goździak oddział 2";"WIELKOPOLSKIE";"Poznań";"Poznań-Grunwald";"Poznań-Grunwald";"ul. Junacka";"7";;"60-152";"16.9248659375;52.36414782791556";"www.kolorowydomek.com.pl";"biuropoznankolorowydomek@wp.pl";"793607460,604645202";"70";"68";"0";"0";"0";"0";1750.0;0.0;25.0;;407.0;;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"NIE";"Prywatny żłobek ,,Kolorowy Domek "" Aleksandra Goździak";;;;;;"7861638707";"301274530";"11777/P";"www.kolorowydomek.com.pl"
"10464/Z";"Żłobek";"Żłobek Gminny w Postolicach";"DOLNOŚLĄSKIE";"jaworski";"Wądroże Wielkie";"Postolice, wieś";;"20A";;"59-430";"16.429058;51.105847";;"r.serafin@wadrozewielkie.pl";"768874318";"24";"21";;;;;1500.0;0.0;45.0;;;9.0;2762.49;391.24;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:15-16:15 ";"NIE";"NIE";"Gmina Wądroże Wielkie";"Wądroże Wielkie, wieś";;"64";;"59-430";"6951400825";"390647430";"7169/P";"www.wadrozewielkie.pl"
"10465/Z";"Klub dziecięcy";"Klub Dziecięcy w Gaworzycach";"DOLNOŚLĄSKIE";"polkowicki";"Gaworzyce";"Gaworzyce";"ul. Dworcowa";"191";;"59-180";"15.8817078;51.6238574";"brak";"ewa.osomanska@wp.pl";"606718179";"20";"17";"0";"0";"0";"0";1700.0;0.0;30.0;;200.0;;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:00 ";"TAK";"NIE";"Ewa Pawlak-Osmańska";;;;;;"6931353933";"390073790";"1973/P";
"10466/Z";"Żłobek";"ELEMELEK Ewelina Strutynska";"DOLNOŚLĄSKIE";"wrocławski";"Siechnice";"Siechnice";"ul. Marszałka Józefa Piłsudskiego";"4 B";;"55-011";"17.151064;51.034354";"www.elemelek.com.pl";"strutynska.ewelina@gmail.com";"697918433";"13";"12";"0";"0";"0";"0";1750.0;0.0;;;;23.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"NIE";"ELEMELEK Ewelina Strutynska";;;;;;"8942902327";"369134105";"11848/P";"www.elemeleksiechnice.pl"
"10467/Z";"Żłobek";"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie";"PODKARPACKIE";"Krosno";"Krosno";"Krosno, miasto";"ul. Powstańców Warszawskich";"42";;"38-400";"21.775402585505137;49.68829235";"zmkrosno.pl";"sekretariat@zmkrosno.pl";"134743980";"50";"47";"25";"0";"25";"0";1500.0;836.0;50.0;;;5.0;2066.92;217.22;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Gmina Miasto Krosno";"Krosno";"ul. Lwowska";"28a";;"38-400";"6840013798";"370440809";"415/P";"krosno.pl"
"10468/Z";"Żłobek";"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie";"PODKARPACKIE";"Krosno";"Krosno";"Krosno, miasto";"ul. Stefana Kisielewskiego";"15";;"38-400";"21.756685660272275;49.68291415";"zmkrosno.pl";"sekretariat@zmkrosno.pl";"134743980";"25";"16";;;;;1500.0;0.0;50.0;;;5.0;2066.92;217.22;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Gmina Miasto Krosno";"Krosno";"ul. Lwowska";"28a";;"38-400";"6840013798";"370440809";"415/P";"krosno.pl"
"10490/Z";"Żłobek";"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie";"PODKARPACKIE";"Krosno";"Krosno";"Krosno, miasto";"ul. Prochownia";"4a";;"38-400";"21.7755948135641;49.69664985";"zmkrosno.pl";"sekretariat@zmkrosno.pl";"134743980";"25";"22";;;;;1500.0;0.0;50.0;;;5.0;2066.92;217.22;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Gmina Miasto Krosno";"Krosno";"ul. Lwowska";"28a";;"38-400";"6840013798";"370440809";"415/P";"krosno.pl"
"10532/Z";"Żłobek";"Kraina marzeń";"PODKARPACKIE";"przemyski";"Żurawica";"Buszkowice, wieś";;"144";;"37-710";;"www.krainamarzen-buszkowice.pl";"tabi3@wp.pl";"506164873";"34";"33";;;;;1500.0;0.0;;;;15.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"NIE";"Alicja Tabinowska";"Buszkowice, wieś";;"144";;"37-710";"7952193783";"180587741";"11292/P";"www.krainamarzen-buszkowice.edupge.pl"
"10550/Z";"Żłobek";"Niepubliczny Żłobek ""Calineczka""";"MAZOWIECKIE";"wołomiński";"Radzymin";"Słupno";"al. Jana Pawła II";"64";;"05-250";"21.1638467;52.3942172";"www.calineczka.edu.pl";"biuro@calineczka.edu.pl";"227866728";"40";"40";"0";"0";"0";"0";1500.0;0.0;;;;18.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ";"NIE";"NIE";"KF-EDUKACJA  FRANCISZEK KOZIELEC";;;;;;"7351019187";"490588321";"11923/P";"http://calineczka.edu.pl/"
"10552/Z";"Żłobek";"ŻŁOBEK MACIUSIOWO";"ŚLĄSKIE";"mikołowski";"Łaziska Górne";"Łaziska Górne";"ul. Rybnicka";"18";;"43-170";"18.8479752229795;50.16156645";"www.maciusiowo.pl";"carola_w@o2.pl";"506950121";"33";"33";"0";"18";"0";"18";1800.0;1800.0;;;;18.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Nibylandia Karolina Wodarz";;;;;;"6351589866";"240903762";"11912/P";
"10555/Z";"Żłobek";"ŻŁOBEK MIEJSKI Jednostka organizacyjna gminy Bielsko-Biała";"ŚLĄSKIE";"Bielsko-Biała";"Bielsko-Biała";"Bielsko-Biała, miasto";"ul. Pod Grodziskiem";"4";;"43-300";"19.022358751564028;49.82370780045028";"www.zlobekbielsko.pl";"zlobek@zlobekbielsko.pl";"334964223";"94";"68";;;;;1500.0;0.0;120.0;;;11.0;2569.93;321.79;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"NIE";"Gmina Bielsko-Biała";"Bielsko-Biała, miasto";"pl. Ratuszowy";"1";;"43-300";"9372686990";"072181741";"366/P";"www.um.bielsko.pl"
"10557/Z";"Żłobek";"Żyrafy";"WIELKOPOLSKIE";"poznański";"Dopiewo";"Dąbrówka";"ul. Lipowa";"1";;"62-069";"16.745678;52.384215";"www.zyrafy.com.pl";"zlobekdabrowka@zyrafy.com.pl";"577404888";"37";"37";"0";"0";"0";"0";2090.0;0.0;;;;19.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"DEA Konsulting Izabela Tokarska";;;;;;"5991766905";"300163997";"11946/P";"www.http://zyrafy.com.pl/"
"10558/Z";"Żłobek";"Żłobek ""Świat Dziecka"" w Staszowie";"ŚWIĘTOKRZYSKIE";"staszowski";"Staszów";"Staszów, miasto";"ul. Jana Pawła II";"17a";;"28-200";"21.17255392168647;50.568468529054286";;"klubdzieciecy.staszow@op.pl";"+48158642121";"26";"26";;;;;1500.0;0.0;150.0;;;11.5;2082.1;260.87;"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Gmina Staszów";"Staszów, miasto";"ul. Opatowska";"31";;"28-200";"8661608731";"830409749";"202/P";"www.staszow.pl"
"10560/Z";"Żłobek";"Żłobek Tęcza";"WIELKOPOLSKIE";"Poznań";"Poznań-Jeżyce";"Poznań-Jeżyce";"ul. Czarnkowska";"17";;"60-415";"16.932365625;52.40733058058285";"www.teczadzieci.pl";"biuro@teczadzieci.pl";"506234510";"25";"22";"0";"0";"0";"0";1900.0;0.0;;;;18.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"NIE";"Tęcza Anna Laudańska";;;;;;"7811379244";"300971444";"11961/P";"www.teczadzieci.pl"
"10561/Z";"Żłobek";"Żłobek ""Szalona Żyrafa"" w Jarocinie";"WIELKOPOLSKIE";"jarociński";"Jarocin";"Jarocin, miasto";"ul. Wrzosowa";"4";;"63-200";"17.50065;51.98027";;"szalonazyrafa@wp.pl";"505099276";"40";"40";;;;;1900.0;0.0;50.0;;;15.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"SZALONA ŻYRAFA Agata Nelka";;;;;;"6172036180";"301997842";"11920/P";
"10578/Z";"Żłobek";"Niepubliczny Żłobek Bajkolandia";"ZACHODNIOPOMORSKIE";"policki";"Police";"Police, miasto";"ul. Przyjaźni";"8";;"72-010";"14.542572;53.540103";;"bajkolandia2017@wp.pl";"537952053";"28";"27";;;;;1400.0;0.0;;;;20.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:00 ";"NIE";"NIE";"Niepubliczny Żłobek Bajkolandia Spółka Cywilna Anna Hasior Monika Ewald";"Police, miasto";"ul. Przyjaźni";"8";;"72-010";"8513245366";"385191533";"19448/P";
"10582/Z";"Żłobek";"Żłobek ""Gumisiowa Kraina"" ";"MAZOWIECKIE";"radomski";"Jedlińsk";"Jedlińsk, wieś";"ul. Lipowa";"21";;"26-660";"21.11104657495244;51.5180030432721";"www.gumisiowakraina.pl";"tk49@onet.pl";"504220625";"120";"54";"0";"15";"0";"15";1500.0;2200.0;;;250.0;;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Teresa Kalbarczyk P.P.U.H. ""KAL-TEX"", Niepubliczne Przedszkole i Żłobek ""GUMISIOWA KRAINA"" Teresa Kalbarczyk";;;;;;"7961846084";"672740720";"11938/P";"www.gumisiowakraina.pl"
"10583/Z";"Żłobek";"Żłobek ""Tygrysek"" w Łańcucie";"PODKARPACKIE";"łańcucki";"Łańcut";"Łańcut";"ul. Podzwierzyniec";"41";;"37-100";"22.231022;50.091256";"www.tygrysek-przedszkole.pl";"tygrysekbiuro@gmail.com";"785195063";"52";"31";"0";"0";"0";"0";1500.0;0.0;;;;15.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-18:00 ";"TAK";"NIE";"Tygrysek S.C. E. Walawender i M. Golenia";"Rakszawa, wieś";;"350A";;"37-111";"8151797756";"180992588";"11939/P";"www.tygrysek-przedszkole.pl"
"10585/Z";"Żłobek";"Żłobek ""Little AntBee""";"MAZOWIECKIE";"wołomiński";"Radzymin";"Radzymin";"ul. Marii Skłodowskiej-Curie";"9";"11";"05-250";"21.164912677078252;52.41670514548363";"www.antbee.eu";"biuro@antbee.eu";"533119911";"55";"25";"0";"0";"0";"0";1800.0;0.0;;;;20.0;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"NIE";"Little AntBee Dorota Kuźlik";;;;;;"1180239883";"142476534";"7128/P";"http://www.antbee.eu/"
"10589/Z";"Klub dziecięcy";"Klub Dziecięcy ""Świat Dziecka"" w Staszowie";"ŚWIĘTOKRZYSKIE";"staszowski";"Staszów";"Staszów, miasto";"ul. Jana Pawła II";"17a";;"28-200";"21.172579469711454;50.5684643125839";;"klubdzieciecy.staszow@op.pl";"+48158642121";"27";"27";;;;;1500.0;0.0;150.0;;;11.5;2092.9;259.8;"Zniżka - pobyt dziecka do 5 godzin dziennie: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Gmina Staszów";"Staszów, miasto";"ul. Opatowska";"31";;"28-200";"8661608731";"830409749";"202/P";"www.staszow.pl"
